V1 V2 V3 V4
12474 chr11 61515097 61515588 cell2_MACS_peak_11118
16995 chr1 21935163 21935729 cell2_MACS_peak_1112
18375 chr11 61520760 61521240 cell2_MACS_peak_11121
12373 chr11 61531933 61532388 cell2_MACS_peak_11124
14024 chr11 61543844 61544311 cell2_MACS_peak_11125
18464 chr11 61608983 61609910 cell2_MACS_peak_11133
11765 chr11 61627850 61628213 cell2_MACS_peak_11134
15925 chr11 61638566 61639050 cell2_MACS_peak_11137
11411 chr11 61665032 61665488 cell2_MACS_peak_11140
10806 chr11 61666572 61667013 cell2_MACS_peak_11141
11557 chr11 61690024 61690510 cell2_MACS_peak_11146
19694 chr11 61735010 61735539 cell2_MACS_peak_11153
13578 chr11 61809438 61810225 cell2_MACS_peak_11162
13768 chr11 62092378 62092738 cell2_MACS_peak_11169
13890 chr11 62192158 62192508 cell2_MACS_peak_11178
16040 chr1 21960403 21961131 cell2_MACS_peak_1118
14142 chr11 62264521 62265038 cell2_MACS_peak_11187
19687 chr11 62267776 62268229 cell2_MACS_peak_11189
11582 chr11 62310113 62311130 cell2_MACS_peak_11192
13419 chr11 62316315 62316620 cell2_MACS_peak_11197
10911 chr11 62323183 62324523 cell2_MACS_peak_11199
12672 chr11 62340862 62342196 cell2_MACS_peak_11201
19979 chr11 62366528 62367083 cell2_MACS_peak_11204
19209 chr11 62380526 62380920 cell2_MACS_peak_11207
17774 chr11 62494586 62496156 cell2_MACS_peak_11223
10623 chr11 62521128 62522077 cell2_MACS_peak_11224
17176 chr11 62554457 62555424 cell2_MACS_peak_11228
11881 chr11 62572545 62573392 cell2_MACS_peak_11231
13072 chr11 62608706 62609763 cell2_MACS_peak_11234
18401 chr11 62775496 62775713 cell2_MACS_peak_11247
14029 chr11 62788216 62788447 cell2_MACS_peak_11248
15614 chr11 63284600 63285046 cell2_MACS_peak_11254
19375 chr11 63334511 63335352 cell2_MACS_peak_11258
17912 chr11 63438613 63439667 cell2_MACS_peak_11264
15406 chr11 63535642 63536060 cell2_MACS_peak_11271
17032 chr11 63536639 63537261 cell2_MACS_peak_11273
10838 chr11 63580965 63581347 cell2_MACS_peak_11276
10788 chr11 63606032 63606742 cell2_MACS_peak_11277
17033 chr11 63655517 63655967 cell2_MACS_peak_11282
13816 chr11 63770923 63771149 cell2_MACS_peak_11293
10314 chr11 63933084 63934167 cell2_MACS_peak_11301
14590 chr11 63952695 63953882 cell2_MACS_peak_11305
15722 chr11 63973694 63974487 cell2_MACS_peak_11307
18025 chr11 64007638 64009647 cell2_MACS_peak_11315
17426 chr11 64018399 64019192 cell2_MACS_peak_11319
17025 chr1 22094640 22095296 cell2_MACS_peak_1132
13435 chr11 64053080 64053506 cell2_MACS_peak_11324
12711 chr11 64071715 64073272 cell2_MACS_peak_11326
15899 chr11 64109866 64110405 cell2_MACS_peak_11335
16564 chr11 64125271 64125875 cell2_MACS_peak_11339
18269 chr11 64167515 64168063 cell2_MACS_peak_11342
16336 chr11 64216144 64217444 cell2_MACS_peak_11343
19815 chr11 64240369 64240626 cell2_MACS_peak_11345
14265 chr11 64257350 64257716 cell2_MACS_peak_11346
18894 chr11 64376852 64377255 cell2_MACS_peak_11356
13621 chr11 64387226 64387648 cell2_MACS_peak_11357
19374 chr11 64397488 64397924 cell2_MACS_peak_11358
11095 chr11 64432772 64433557 cell2_MACS_peak_11362
13880 chr11 64455812 64456515 cell2_MACS_peak_11363
17072 chr11 64614516 64615185 cell2_MACS_peak_11380
11133 chr11 64645785 64646834 cell2_MACS_peak_11389
17143 chr11 64656122 64657119 cell2_MACS_peak_11393
15248 chr11 64757572 64757999 cell2_MACS_peak_11401
19285 chr11 64763936 64764792 cell2_MACS_peak_11402
14906 chr11 64780856 64782291 cell2_MACS_peak_11404
19565 chr11 64808100 64808665 cell2_MACS_peak_11407
13416 chr11 64863859 64864450 cell2_MACS_peak_11410
13982 chr11 64877700 64878221 cell2_MACS_peak_11411
13777 chr11 64878967 64879618 cell2_MACS_peak_11412
13018 chr11 64892425 64892705 cell2_MACS_peak_11416
10225 chr11 64901596 64902999 cell2_MACS_peak_11417
12819 chr1 22240272 22240686 cell2_MACS_peak_1142
14694 chr11 64972270 64972654 cell2_MACS_peak_11425
13231 chr11 64992354 64993492 cell2_MACS_peak_11426
11756 chr11 65101067 65101643 cell2_MACS_peak_11434
16304 chr11 65216109 65216607 cell2_MACS_peak_11452
17683 chr11 65246135 65246673 cell2_MACS_peak_11458
15254 chr11 65261212 65261746 cell2_MACS_peak_11465
12082 chr11 65273844 65275437 cell2_MACS_peak_11470
14330 chr11 65278060 65278553 cell2_MACS_peak_11471
15012 chr11 65292700 65293093 cell2_MACS_peak_11472
16804 chr11 65313636 65314267 cell2_MACS_peak_11475
19817 chr1 22263828 22264624 cell2_MACS_peak_1148
13455 chr11 65326050 65326380 cell2_MACS_peak_11481
18434 chr11 65342275 65343351 cell2_MACS_peak_11487
11683 chr11 65403405 65403989 cell2_MACS_peak_11492
11606 chr11 65419279 65420827 cell2_MACS_peak_11494
17010 chr11 65459780 65460121 cell2_MACS_peak_11496
18565 chr11 65579708 65580064 cell2_MACS_peak_11502
11966 chr11 65626530 65628411 cell2_MACS_peak_11505
17929 chr11 65634926 65635496 cell2_MACS_peak_11506
10218 chr11 65657689 65659744 cell2_MACS_peak_11510
13344 chr11 65674029 65674539 cell2_MACS_peak_11515
11093 chr11 65769136 65770114 cell2_MACS_peak_11523
11748 chr11 65909410 65909802 cell2_MACS_peak_11536
18807 chr11 65956070 65956419 cell2_MACS_peak_11538
14950 chr11 66077844 66078150 cell2_MACS_peak_11548
11417 chr11 66097582 66098045 cell2_MACS_peak_11551
19218 chr11 66131327 66131810 cell2_MACS_peak_11557
17128 chr11 66205964 66206816 cell2_MACS_peak_11565
11873 chr11 66313232 66314075 cell2_MACS_peak_11571
17595 chr11 66346489 66346929 cell2_MACS_peak_11573
11522 chr11 66383738 66384760 cell2_MACS_peak_11576
17701 chr11 66496254 66496757 cell2_MACS_peak_11585
18301 chr11 66602533 66602853 cell2_MACS_peak_11589
19379 chr11 66606830 66607100 cell2_MACS_peak_11591
19806 chr1 1822460 1823296 cell2_MACS_peak_116
15078 chr11 66749430 66749956 cell2_MACS_peak_11607
16473 chr11 66821365 66821620 cell2_MACS_peak_11611
10423 chr11 66841386 66841731 cell2_MACS_peak_11616
17747 chr11 67007168 67007880 cell2_MACS_peak_11623
12841 chr11 67044214 67045427 cell2_MACS_peak_11628
19732 chr11 67084674 67085763 cell2_MACS_peak_11632
18358 chr11 67120630 67121592 cell2_MACS_peak_11635
11634 chr11 67149964 67150401 cell2_MACS_peak_11643
17295 chr11 67156881 67157270 cell2_MACS_peak_11644
19245 chr11 67158627 67159679 cell2_MACS_peak_11645
17386 chr1 22458361 22458824 cell2_MACS_peak_1165
18439 chr11 67233128 67233351 cell2_MACS_peak_11656
19228 chr11 67236562 67237280 cell2_MACS_peak_11657
13688 chr11 67297720 67298043 cell2_MACS_peak_11666
12857 chr11 67771427 67771942 cell2_MACS_peak_11688
18727 chr1 22611896 22612491 cell2_MACS_peak_1169
12000 chr11 67810244 67810732 cell2_MACS_peak_11697
19544 chr11 67895955 67896633 cell2_MACS_peak_11700
13376 chr11 67976584 67977056 cell2_MACS_peak_11704
13041 chr11 67980092 67980534 cell2_MACS_peak_11705
15471 chr1 22623026 22623948 cell2_MACS_peak_1171
12765 chr11 68036868 68037481 cell2_MACS_peak_11713
19026 chr1 22643701 22644074 cell2_MACS_peak_1172
19132 chr11 68214752 68215115 cell2_MACS_peak_11721
19071 chr11 68400251 68400676 cell2_MACS_peak_11724
12727 chr11 68593117 68593444 cell2_MACS_peak_11732
15366 chr11 68670892 68671575 cell2_MACS_peak_11736
16323 chr11 68713325 68713671 cell2_MACS_peak_11737
10291 chr11 68816033 68816617 cell2_MACS_peak_11742
18337 chr11 68856202 68856564 cell2_MACS_peak_11744
18794 chr11 68928129 68928361 cell2_MACS_peak_11750
16002 chr11 68977754 68978224 cell2_MACS_peak_11753
12039 chr11 69062588 69063128 cell2_MACS_peak_11758
13034 chr11 69216378 69217037 cell2_MACS_peak_11765
18673 chr11 69257578 69260014 cell2_MACS_peak_11770
16899 chr11 69263865 69265000 cell2_MACS_peak_11772
11236 chr1 22743007 22743481 cell2_MACS_peak_1178
10974 chr11 69715265 69715627 cell2_MACS_peak_11790
19031 chr1 22778079 22779031 cell2_MACS_peak_1181
17051 chr11 70159021 70159469 cell2_MACS_peak_11814
12078 chr11 70181655 70181935 cell2_MACS_peak_11815
15343 chr11 70312239 70312571 cell2_MACS_peak_11824
14947 chr11 70365307 70365560 cell2_MACS_peak_11829
18581 chr11 71639162 71640366 cell2_MACS_peak_11841
19637 chr11 71659424 71660009 cell2_MACS_peak_11843
18377 chr11 71811477 71812014 cell2_MACS_peak_11853
11988 chr11 71813964 71814989 cell2_MACS_peak_11854
11120 chr11 71865777 71866248 cell2_MACS_peak_11858
11535 chr11 71949103 71949645 cell2_MACS_peak_11863
12957 chr11 71974306 71974690 cell2_MACS_peak_11864
14146 chr11 72037559 72037884 cell2_MACS_peak_11868
13402 chr11 72193305 72193728 cell2_MACS_peak_11879
17352 chr11 72204874 72205306 cell2_MACS_peak_11881
12119 chr11 72446625 72447114 cell2_MACS_peak_11896
14661 chr11 72452219 72452950 cell2_MACS_peak_11900
17124 chr11 72469265 72469742 cell2_MACS_peak_11904
13559 chr11 72469986 72470732 cell2_MACS_peak_11905
15242 chr11 72484378 72484858 cell2_MACS_peak_11908
14659 chr11 72487055 72488296 cell2_MACS_peak_11909
17709 chr11 72498216 72499222 cell2_MACS_peak_11911
14348 chr11 72523898 72524447 cell2_MACS_peak_11914
17302 chr11 72524721 72525713 cell2_MACS_peak_11915
18230 chr11 72526585 72527046 cell2_MACS_peak_11916
10664 chr11 72542560 72542884 cell2_MACS_peak_11919
16451 chr11 72680850 72681311 cell2_MACS_peak_11921
18704 chr11 72889095 72889454 cell2_MACS_peak_11924
12116 chr11 73087039 73087787 cell2_MACS_peak_11936
16949 chr11 73087880 73088574 cell2_MACS_peak_11937
18815 chr11 73096074 73096577 cell2_MACS_peak_11938
18978 chr11 73336811 73337123 cell2_MACS_peak_11943
18721 chr11 73371901 73372392 cell2_MACS_peak_11948
19626 chr1 23298026 23298565 cell2_MACS_peak_1195
19384 chr1 23302789 23303361 cell2_MACS_peak_1196
10285 chr11 73618236 73618549 cell2_MACS_peak_11960
18453 chr11 73690917 73691418 cell2_MACS_peak_11964
13043 chr11 73693623 73695149 cell2_MACS_peak_11966
14962 chr11 73735581 73736158 cell2_MACS_peak_11969
15759 chr1 23345575 23346411 cell2_MACS_peak_1197
16334 chr11 73796585 73796980 cell2_MACS_peak_11971
15978 chr11 73881637 73882697 cell2_MACS_peak_11975
16408 chr11 74303407 74303884 cell2_MACS_peak_11986
12111 chr11 74345493 74345918 cell2_MACS_peak_11987
15100 chr11 74352341 74352826 cell2_MACS_peak_11989
15574 chr11 74659749 74660662 cell2_MACS_peak_12002
16682 chr11 74699456 74700181 cell2_MACS_peak_12003
10417 chr11 74742114 74742932 cell2_MACS_peak_12008
13263 chr11 74811224 74811864 cell2_MACS_peak_12011
12090 chr11 74814404 74815081 cell2_MACS_peak_12012
13138 chr11 74816353 74817007 cell2_MACS_peak_12013
12643 chr11 74855447 74855929 cell2_MACS_peak_12017
17083 chr11 74915949 74916409 cell2_MACS_peak_12019
16224 chr11 74919432 74919946 cell2_MACS_peak_12020
19558 chr11 74952564 74953151 cell2_MACS_peak_12023
12704 chr11 74991200 74991614 cell2_MACS_peak_12026
19123 chr11 75095372 75095908 cell2_MACS_peak_12035
13256 chr11 75110210 75111121 cell2_MACS_peak_12036
12413 chr11 75117192 75117771 cell2_MACS_peak_12037
13452 chr11 75219201 75219707 cell2_MACS_peak_12047
12682 chr11 75236705 75237230 cell2_MACS_peak_12050
13933 chr11 75245200 75246438 cell2_MACS_peak_12052
16653 chr11 75272856 75274653 cell2_MACS_peak_12058
14455 chr11 75274965 75275557 cell2_MACS_peak_12059
12499 chr11 75488426 75488859 cell2_MACS_peak_12070
14212 chr11 75917284 75917813 cell2_MACS_peak_12080
15416 chr11 75918525 75919086 cell2_MACS_peak_12081
16993 chr11 75945578 75947737 cell2_MACS_peak_12082
19273 chr11 75959311 75959699 cell2_MACS_peak_12083
12706 chr11 76091988 76092756 cell2_MACS_peak_12088
13173 chr11 76446807 76447265 cell2_MACS_peak_12103
19933 chr11 76456502 76457282 cell2_MACS_peak_12105
10555 chr11 76499222 76499811 cell2_MACS_peak_12109
17475 chr1 23543168 23543589 cell2_MACS_peak_1211
10486 chr11 76534429 76535783 cell2_MACS_peak_12115
16182 chr11 76602328 76602835 cell2_MACS_peak_12118
12199 chr11 76745282 76745478 cell2_MACS_peak_12123
10443 chr11 76749271 76749790 cell2_MACS_peak_12124
16777 chr1 23693980 23696620 cell2_MACS_peak_1213
10696 chr11 76838149 76838650 cell2_MACS_peak_12130
13708 chr11 76902811 76903424 cell2_MACS_peak_12134
14327 chr11 76909270 76909976 cell2_MACS_peak_12136
11224 chr11 77011119 77011298 cell2_MACS_peak_12138
17215 chr1 23697450 23698001 cell2_MACS_peak_1214
18458 chr11 77271087 77271454 cell2_MACS_peak_12143
16914 chr11 77348589 77349170 cell2_MACS_peak_12147
16674 chr11 77530356 77531309 cell2_MACS_peak_12150
14082 chr11 77531572 77532591 cell2_MACS_peak_12151
14137 chr11 77745517 77746075 cell2_MACS_peak_12154
13054 chr11 77761999 77762879 cell2_MACS_peak_12158
17258 chr11 77898821 77899302 cell2_MACS_peak_12168
15054 chr11 78002816 78003903 cell2_MACS_peak_12179
17821 chr1 23716253 23716728 cell2_MACS_peak_1218
19080 chr11 78057830 78058447 cell2_MACS_peak_12185
13335 chr1 23729378 23730362 cell2_MACS_peak_1219
12900 chr11 78128823 78129441 cell2_MACS_peak_12196
11916 chr1 23730393 23730936 cell2_MACS_peak_1220
17397 chr11 78135254 78135786 cell2_MACS_peak_12200
19318 chr11 78377623 78377969 cell2_MACS_peak_12206
13152 chr11 78804089 78804443 cell2_MACS_peak_12211
16617 chr11 82502678 82503309 cell2_MACS_peak_12216
17484 chr11 82544014 82544417 cell2_MACS_peak_12219
17078 chr11 85194947 85195295 cell2_MACS_peak_12234
11728 chr11 85358564 85359312 cell2_MACS_peak_12236
12321 chr11 85565753 85566394 cell2_MACS_peak_12242
11275 chr11 85862232 85863061 cell2_MACS_peak_12253
16639 chr11 85874255 85874648 cell2_MACS_peak_12256
11010 chr11 85885435 85886111 cell2_MACS_peak_12258
15775 chr11 85922620 85923109 cell2_MACS_peak_12264
16201 chr11 85948322 85948961 cell2_MACS_peak_12265
17705 chr1 23810508 23811678 cell2_MACS_peak_1227
18737 chr11 86195138 86195898 cell2_MACS_peak_12274
19477 chr11 86282526 86283005 cell2_MACS_peak_12278
13357 chr11 86627392 86627782 cell2_MACS_peak_12288
18853 chr11 86635596 86636476 cell2_MACS_peak_12289
18782 chr1 1886211 1886676 cell2_MACS_peak_123
11713 chr11 87132332 87132817 cell2_MACS_peak_12309
15008 chr11 88154691 88155091 cell2_MACS_peak_12316
13035 chr1 23861296 23861615 cell2_MACS_peak_1232
14036 chr11 91525654 91526467 cell2_MACS_peak_12323
10982 chr11 91638398 91639112 cell2_MACS_peak_12325
18447 chr1 23866179 23866833 cell2_MACS_peak_1233
14859 chr11 93276435 93276976 cell2_MACS_peak_12344
11211 chr1 23880990 23881966 cell2_MACS_peak_1235
11705 chr11 93575667 93575998 cell2_MACS_peak_12351
12940 chr11 93862428 93862927 cell2_MACS_peak_12356
10536 chr11 93875154 93875846 cell2_MACS_peak_12359
17773 chr11 94276663 94277776 cell2_MACS_peak_12367
15958 chr1 23885645 23886395 cell2_MACS_peak_1238
12806 chr11 94500818 94501756 cell2_MACS_peak_12381
18231 chr11 94520896 94521364 cell2_MACS_peak_12384
14093 chr1 23888501 23889329 cell2_MACS_peak_1239
17079 chr11 94833265 94833790 cell2_MACS_peak_12394
18015 chr11 95184852 95185326 cell2_MACS_peak_12411
12997 chr11 95232729 95233139 cell2_MACS_peak_12413
15281 chr11 95385116 95385705 cell2_MACS_peak_12417
14307 chr11 95467157 95467606 cell2_MACS_peak_12421
10270 chr11 95656956 95657685 cell2_MACS_peak_12426
12380 chr11 95888989 95889729 cell2_MACS_peak_12435
11952 chr11 95976084 95976866 cell2_MACS_peak_12438
14201 chr11 95993145 95993546 cell2_MACS_peak_12440
18735 chr11 95993557 95993909 cell2_MACS_peak_12441
18706 chr11 96012608 96013130 cell2_MACS_peak_12444
11577 chr11 96052012 96052622 cell2_MACS_peak_12448
16743 chr11 96074788 96075259 cell2_MACS_peak_12455
17357 chr11 96688373 96689035 cell2_MACS_peak_12462
17518 chr11 97834420 97835465 cell2_MACS_peak_12464
10258 chr11 100500472 100500781 cell2_MACS_peak_12469
19700 chr11 100579945 100580426 cell2_MACS_peak_12472
14371 chr11 100731955 100732224 cell2_MACS_peak_12476
11789 chr1 23945504 23946032 cell2_MACS_peak_1248
16988 chr11 102139085 102139878 cell2_MACS_peak_12487
13643 chr11 102212471 102213099 cell2_MACS_peak_12492
16747 chr11 105892299 105892691 cell2_MACS_peak_12504
11456 chr11 107669967 107670286 cell2_MACS_peak_12514
11905 chr11 107729287 107729908 cell2_MACS_peak_12516
15951 chr11 107885766 107886373 cell2_MACS_peak_12518
10316 chr11 108093075 108094111 cell2_MACS_peak_12524
10530 chr11 108804303 108804688 cell2_MACS_peak_12536
18971 chr11 109610196 109610518 cell2_MACS_peak_12540
15214 chr11 109773822 109774118 cell2_MACS_peak_12543
12639 chr11 109870655 109871059 cell2_MACS_peak_12548
19019 chr11 110300494 110300973 cell2_MACS_peak_12559
19160 chr11 110352277 110352699 cell2_MACS_peak_12562
11386 chr11 111636730 111637780 cell2_MACS_peak_12570
15469 chr11 111852762 111853031 cell2_MACS_peak_12579
15752 chr11 113464325 113464928 cell2_MACS_peak_12611
19350 chr11 113752548 113752919 cell2_MACS_peak_12626
13873 chr1 24104233 24105232 cell2_MACS_peak_1263
10312 chr11 113906708 113907220 cell2_MACS_peak_12630
17954 chr11 114030514 114031222 cell2_MACS_peak_12635
18755 chr11 114210909 114211671 cell2_MACS_peak_12644
13131 chr11 114339689 114339988 cell2_MACS_peak_12650
15208 chr11 116603380 116603771 cell2_MACS_peak_12666
14961 chr11 116643208 116644271 cell2_MACS_peak_12667
19641 chr11 116647145 116647863 cell2_MACS_peak_12668
14952 chr11 116658469 116659049 cell2_MACS_peak_12669
14310 chr11 116841443 116841884 cell2_MACS_peak_12673
18424 chr11 117051910 117052376 cell2_MACS_peak_12685
12306 chr11 117094669 117095526 cell2_MACS_peak_12686
17534 chr11 117171539 117171841 cell2_MACS_peak_12690
17454 chr1 24126836 24127710 cell2_MACS_peak_1270
15915 chr11 117780381 117781130 cell2_MACS_peak_12706
13562 chr11 117856561 117857446 cell2_MACS_peak_12711
11737 chr11 117878224 117878614 cell2_MACS_peak_12716
14401 chr1 24137201 24137738 cell2_MACS_peak_1272
12229 chr11 117939233 117939622 cell2_MACS_peak_12722
18080 chr11 118042273 118042756 cell2_MACS_peak_12729
19175 chr1 24151579 24152205 cell2_MACS_peak_1273
11203 chr11 118068986 118069396 cell2_MACS_peak_12730
17014 chr11 118189894 118190556 cell2_MACS_peak_12735
13392 chr11 118271669 118272748 cell2_MACS_peak_12739
17293 chr11 118443583 118444398 cell2_MACS_peak_12748
16412 chr11 118481648 118482307 cell2_MACS_peak_12750
11429 chr11 118504570 118505047 cell2_MACS_peak_12752
11467 chr11 118505423 118505920 cell2_MACS_peak_12753
19204 chr1 24225512 24225781 cell2_MACS_peak_1276
12091 chr11 118661596 118662682 cell2_MACS_peak_12761
11365 chr11 118790332 118790994 cell2_MACS_peak_12770
14106 chr11 118796502 118796971 cell2_MACS_peak_12772
13064 chr11 118933610 118933935 cell2_MACS_peak_12786
15494 chr11 118938071 118938905 cell2_MACS_peak_12787
16920 chr11 118939685 118939891 cell2_MACS_peak_12788
13718 chr11 118955326 118956723 cell2_MACS_peak_12789
12006 chr11 118965585 118965881 cell2_MACS_peak_12792
17923 chr11 118965899 118966763 cell2_MACS_peak_12793
11631 chr11 118991668 118992804 cell2_MACS_peak_12797
18650 chr1 1934938 1935662 cell2_MACS_peak_128
17214 chr11 119076297 119076891 cell2_MACS_peak_12804
15180 chr11 119187629 119188056 cell2_MACS_peak_12808
13722 chr11 119191523 119192336 cell2_MACS_peak_12812
13550 chr11 119231751 119232536 cell2_MACS_peak_12819
18698 chr11 119245430 119245937 cell2_MACS_peak_12822
14605 chr11 119249683 119250123 cell2_MACS_peak_12826
19158 chr11 119345353 119345869 cell2_MACS_peak_12833
15401 chr11 119461406 119462091 cell2_MACS_peak_12839
13442 chr11 120173715 120174039 cell2_MACS_peak_12864
15674 chr1 24452722 24453224 cell2_MACS_peak_1287
19187 chr11 121163057 121163657 cell2_MACS_peak_12883
12262 chr11 122727382 122727883 cell2_MACS_peak_12890
19896 chr11 123451207 123451659 cell2_MACS_peak_12898
18554 chr11 123978781 123979191 cell2_MACS_peak_12906
14652 chr11 124095561 124095937 cell2_MACS_peak_12912
18018 chr11 124145882 124146608 cell2_MACS_peak_12914
11156 chr11 124406431 124406901 cell2_MACS_peak_12923
15018 chr11 124513297 124514064 cell2_MACS_peak_12929
12746 chr11 124632608 124632955 cell2_MACS_peak_12935
11245 chr11 124670056 124670873 cell2_MACS_peak_12938
11980 chr11 124940389 124941167 cell2_MACS_peak_12947
12916 chr11 125272327 125272760 cell2_MACS_peak_12955
18680 chr11 125373723 125374132 cell2_MACS_peak_12963
16619 chr11 125421663 125421933 cell2_MACS_peak_12965
11507 chr11 125458334 125458754 cell2_MACS_peak_12969
12012 chr11 125757914 125758344 cell2_MACS_peak_12973
14433 chr11 125950220 125950614 cell2_MACS_peak_12980
12129 chr11 126223197 126223654 cell2_MACS_peak_12989
14535 chr11 126225158 126225760 cell2_MACS_peak_12990
19718 chr11 126290196 126290647 cell2_MACS_peak_12992
18653 chr11 126943992 126944243 cell2_MACS_peak_12999
10084 chr1 1977905 1978265 cell2_MACS_peak_130
18446 chr11 128627082 128627573 cell2_MACS_peak_13008
18155 chr11 128701101 128701459 cell2_MACS_peak_13009
18503 chr1 24828549 24829215 cell2_MACS_peak_1303
12288 chr11 130184684 130185154 cell2_MACS_peak_13030
11164 chr11 130392103 130392643 cell2_MACS_peak_13032
15960 chr11 130731843 130732310 cell2_MACS_peak_13035
18236 chr11 130786161 130786739 cell2_MACS_peak_13036
18044 chr11 133797503 133797807 cell2_MACS_peak_13039
15666 chr1 24842041 24842432 cell2_MACS_peak_1305
13755 chr12 559674 559991 cell2_MACS_peak_13068
14349 chr12 678914 679328 cell2_MACS_peak_13071
17978 chr12 1058315 1059349 cell2_MACS_peak_13088
14788 chr12 1239229 1239653 cell2_MACS_peak_13091
19018 chr12 1601080 1601604 cell2_MACS_peak_13095
13961 chr12 1675856 1676350 cell2_MACS_peak_13097
19178 chr12 1703479 1704366 cell2_MACS_peak_13100
18142 chr12 1743741 1744112 cell2_MACS_peak_13108
10779 chr12 2026869 2027224 cell2_MACS_peak_13118
18428 chr12 2733738 2733995 cell2_MACS_peak_13123
10139 chr12 2749881 2750221 cell2_MACS_peak_13125
13697 chr12 2903977 2904275 cell2_MACS_peak_13127
11677 chr1 25021880 25022526 cell2_MACS_peak_1313
17223 chr12 3108033 3108797 cell2_MACS_peak_13137
17682 chr12 4429786 4430455 cell2_MACS_peak_13162
10117 chr12 4497261 4497508 cell2_MACS_peak_13163
15918 chr12 4497731 4498220 cell2_MACS_peak_13164
11965 chr12 4713829 4714244 cell2_MACS_peak_13168
19598 chr12 6304790 6305254 cell2_MACS_peak_13185
12812 chr12 6373206 6373575 cell2_MACS_peak_13190
18264 chr1 25068404 25069082 cell2_MACS_peak_1321
15256 chr12 6579553 6580082 cell2_MACS_peak_13213
11105 chr12 6602280 6603484 cell2_MACS_peak_13215
15688 chr12 6713829 6714197 cell2_MACS_peak_13222
12334 chr12 6722010 6723605 cell2_MACS_peak_13226
18970 chr12 6735796 6736270 cell2_MACS_peak_13229
16845 chr12 6748287 6748997 cell2_MACS_peak_13231
15253 chr12 6981512 6981902 cell2_MACS_peak_13253
12944 chr12 7023327 7023870 cell2_MACS_peak_13257
12803 chr12 7024590 7024900 cell2_MACS_peak_13258
14439 chr12 7055389 7055931 cell2_MACS_peak_13268
15265 chr12 7125778 7126498 cell2_MACS_peak_13273
17769 chr1 25174331 25175223 cell2_MACS_peak_1328
18354 chr12 8088601 8089315 cell2_MACS_peak_13303
14682 chr12 8111330 8111582 cell2_MACS_peak_13305
18639 chr12 8113305 8113695 cell2_MACS_peak_13306
19050 chr12 8123121 8123565 cell2_MACS_peak_13308
16410 chr12 9149223 9149719 cell2_MACS_peak_13325
11872 chr12 9621707 9621892 cell2_MACS_peak_13331
13453 chr12 9800397 9801119 cell2_MACS_peak_13332
15483 chr12 9826140 9826668 cell2_MACS_peak_13335
16054 chr12 9873831 9874299 cell2_MACS_peak_13336
18941 chr12 10365841 10366366 cell2_MACS_peak_13346
12441 chr12 11323669 11324361 cell2_MACS_peak_13360
19284 chr12 11639546 11639919 cell2_MACS_peak_13361
18943 chr12 11951832 11952182 cell2_MACS_peak_13366
11135 chr12 11992012 11992555 cell2_MACS_peak_13369
13738 chr12 12509800 12510479 cell2_MACS_peak_13379
16959 chr1 25278759 25279415 cell2_MACS_peak_1338
17034 chr12 12569935 12570188 cell2_MACS_peak_13382
19020 chr12 12764412 12765562 cell2_MACS_peak_13388
14175 chr12 12939644 12940289 cell2_MACS_peak_13397
18081 chr1 25296848 25297339 cell2_MACS_peak_1340
17345 chr12 13500407 13500688 cell2_MACS_peak_13412
17852 chr12 14420153 14420479 cell2_MACS_peak_13418
16651 chr12 14956198 14956886 cell2_MACS_peak_13425
18768 chr12 15049753 15050021 cell2_MACS_peak_13428
16389 chr12 15113658 15113930 cell2_MACS_peak_13429
16939 chr12 16501945 16502359 cell2_MACS_peak_13431
14890 chr12 18836451 18836877 cell2_MACS_peak_13433
18371 chr12 19340358 19340614 cell2_MACS_peak_13442
15243 chr12 21810429 21811024 cell2_MACS_peak_13455
10984 chr12 22199605 22200066 cell2_MACS_peak_13457
11443 chr12 22702547 22702814 cell2_MACS_peak_13463
15791 chr12 22777642 22778548 cell2_MACS_peak_13464
17573 chr1 25408711 25409163 cell2_MACS_peak_1347
16640 chr12 23456714 23457238 cell2_MACS_peak_13470
10025 chr12 23568846 23569373 cell2_MACS_peak_13471
15974 chr12 23708181 23709208 cell2_MACS_peak_13473
10702 chr12 23712059 23712759 cell2_MACS_peak_13475
19909 chr12 23875428 23876075 cell2_MACS_peak_13477
13471 chr12 24305153 24305498 cell2_MACS_peak_13480
10894 chr12 25107045 25107551 cell2_MACS_peak_13490
15318 chr12 27167080 27167693 cell2_MACS_peak_13526
15730 chr12 27673952 27674441 cell2_MACS_peak_13534
16525 chr1 25558646 25560189 cell2_MACS_peak_1354
12100 chr12 27932772 27933233 cell2_MACS_peak_13540
14880 chr12 27933251 27933643 cell2_MACS_peak_13541
11397 chr12 28127984 28128564 cell2_MACS_peak_13553
18151 chr12 28137185 28137559 cell2_MACS_peak_13554
14816 chr12 28289078 28289372 cell2_MACS_peak_13561
18461 chr12 28337366 28337760 cell2_MACS_peak_13562
11595 chr12 28343083 28344645 cell2_MACS_peak_13563
14351 chr12 28970632 28970956 cell2_MACS_peak_13572
15572 chr12 29035308 29035866 cell2_MACS_peak_13573
14577 chr12 29036445 29036990 cell2_MACS_peak_13574
11130 chr1 25664747 25665453 cell2_MACS_peak_1358
19956 chr12 30603715 30604194 cell2_MACS_peak_13583
